mode,threshold,share_flagged,avg_true_days_flagged
regression_days,30.0,0.7539756782039289,93.38833746898263
regression_days,45.0,0.6052385406922357,105.7063369397218
regression_days,60.0,0.49111318989710007,115.30285714285715
classification_prob,0.3,0.7343311506080449,95.29681528662421
classification_prob,0.5,0.7034611786716558,96.36968085106383
classification_prob,0.7,0.666043030869972,98.90870786516854
